ID,Text,Comment
MapMetadata.Terraces.Description,"Az emelkedett területeken egyre több hód telepedik le, hiszen most már a függőleges építés sem akadály számukra.",
MapMetadata.Terraces.Name,Teraszok,
MapMetadata.ThousandIslands.Description,Még a természetes úszóknak sem könnyű feladat egy szigetcsoportot virágzó ipari kolóniává alakítani.,
MapMetadata.ThousandIslands.Name,Ezer Sziget,
MapMetadata.Waterfalls.Description,"A hódok szívesen tréfálják meg a kölyköket azzal, hogy a vízesés valójában csak egy hatalmas zsilip. Ezek után a kicsik hetekig kutatják a titkos kart.",
MapMetadata.Waterfalls.Name,Vízesések,
MapSelection.BrowseMaps,Helyi térképek tallózása,Label of the button that opens a file explorer with a directory with custom maps. Please keep short.
MapSelection.CustomMaps,Egyedi térképek,Label of the toggle button that shows custom maps
MapSelection.DownloadMaps,Térképek letöltése,Label of the button that opens some panel where custom maps can be downloaded
MapSelection.Header,Térkép kiválasztása,
MapSelection.LocalMap,Helyi térkép,Tooltip of an icon in map selection panel that indicates that the map is stored in Documents directory.
MapSelection.NoDescription,Nincs leírás,Text shown in map selection panel when the selected map has no description
MapSelection.NonCompatibleMapVersion,"Ennek a térképnek a verziója ({0}) nem kompatibilis a játék jelenlegi verziójával ({1}), és nem lehet betölteni.","{0} is the map version (e.g. 0.1.15.1), {1} is the game version (in the same format). This message is shown after a player tries to start game on (or edit) an incompatible map."
MapSelection.OfficialMaps,Hivatalos térképek,Label of the toggle button that shows official maps
MapSelection.Recommended,Kezdőbarát,Label of the maps that are recommended for beginners
MapSelection.SemiCompatibleMapVersion,"Ennek a térképnek a verziója ({0}) nem kompatibilis a játék jelenlegi verziójával ({1}). Ha betöltöd ezt a térképet, a játék összeomolhat, súlyos hibák léphetnek fel, és néhány fontos új erőforrás is hiányozhat.
Erősen javasoljuk, hogy frissítsd a térképet, hogy kihasználhasd az új funkciókat.

Biztosan be akarod tölteni ezt a térképet?","{0} is the map version (e.g. 0.1.15.1), {1} is the game version (in the same format). This message is shown after a player tries to start game on an incompatible map."
Mechanical.BlockedConnection,A hajtótengely blokkolva van!,Power is not an electrical but mechanical/kinetic energy.
Mechanical.Charge,Töltöttség,Current battery charge (how much power a battery has left)
Mechanical.Efficiency,Hatékonyság: {0}%,{0} stands for efficiency percentage number. How efficient workshop is at using the energy.
Mechanical.NetworkPower,A hálózat teljesítménye / terhelése: {0} / {1},{0} stands for supply amount {1} stands for demand amount followed by PowerSymbol
Mechanical.PowerCapacity,Kapacitás,Stands for battery capacity.
Mechanical.PowerCapacityPerMeter,kWh/m,Stands for horse power hour per meter - used to describe battery capacity. hph should be same as Mechanical.PowerCapacitySymbol.
Mechanical.PowerCapacitySymbol,kWh,Please keep short. Stands for horse power hour (as in kilowatt-hour); should keep similar.
Mechanical.PowerInput,Teljesítménybemenet: {0},{0} stands for power amount followed by PowerSymbol
Mechanical.PowerInputMaximum,Teljesítménybemenet / maximum: {0} / {1} ({2}%),{0} stands for input amount {1} stands for maximum amount followed by PowerSymbol {2} stands for efficency ratio in percent
Mechanical.PowerOutput,Teljesítménykimenet: {0},{0} stands for power amount
Mechanical.PowerSymbol,kW,Please keep short. Stands for horse power; should keep similar.
Mechanical.PowerSymbolPerFlow,kW/m³/s,Please keep short. Stands for horse power per cubic metre per second; hp should be the same as Mechanical.PowerSymbol.
Menu.Continue,Folytatás,A button in main menu which opens the previously played game. Please keep short
Menu.Credits,Készítők,A button please keep short
Menu.EditMap,Térkép szerkesztése,A button please keep short
Menu.ExitChangesLostPrompt,Biztosan ki akarsz lépni? A nem mentett változtatások elvesznek.,
Menu.ExitGame,Kilépés a játékból,A button please keep short
Menu.ExitToDesktop,Kilépés az asztalra,A button please keep short
Menu.ExitToDesktopPrompt,Biztosan kilép a játékból?,
Menu.ExitToMenu,Visszalépés a főmenübe,A button please keep short
Menu.ExitToMenuPrompt,Biztosan visszalép a főmenübe?,
Menu.Feedback,Visszajelzés,A button please keep short
Menu.KeyBindings,Billentyűkiosztás,A button please keep short
Menu.LoadGame,Betöltés,A button please keep short
Menu.ModManager,Modulok,Label of a button that opens the mod manager.
Menu.NewGame,Új játék,A button please keep short
Menu.NewGamePrompt,"Biztosan új játékot szeretnél indítani?
A nem mentett változások elvesznek.",
Menu.NewMap,Új térkép,A button please keep short
Menu.Resume,Folytatás,"A button in game and map editor menu, please keep short"
Menu.SaveGame,Mentés,A button please keep short
Menu.Settings,Beállítások,A button please keep short
Migration.AutomaticEmigrationDisabled,Automatikus kivándorlás kikapcsolva.,Shown on tooltip of disabled automatic emigration toggle
Migration.AutomaticEmigrationEnabled,Automatikus kivándorlás bekapcsolva.,Shown on tooltip of enabled automatic emigration toggle
Migration.AutomaticImmigrationDisabled,Automatikus bevándorlás kikapcsolva.,Shown on tooltip of disabled automatic immigration toggle
Migration.AutomaticImmigrationEnabled,Automatikus bevándorlás bekapcsolva.,Shown on tooltip of enabled automatic immigration toggle
Migration.AutomaticMigration,Automatikus migráció,Shown above list of districts' automatic migration settings
Migration.DistrictsNotConnected,A választott kerületek nincsenek összekötve.,Shown on tooltip of disabled migration buttons when the chosen districts are not connected
Migration.HighMinimumWarning,"A kerület egységeket vesz át más kerületekből, amikor azok elérhetővé válnak.","Shown on tooltip of warning icon, that shows up when minimum for given population is higher than it's current amount"
Migration.ManualMigration,Manuális áthelyezés,Shown above manual migration panel
Migration.MigratePopulation,Népesség áthelyezése,Button please keep short
Migration.Minimum,Minimum,"Label shown in front of input field, with desired minimum amount of population in district"
Migration.SameDistrict,Nem lehet ugyanarra a kerületre áthelyezni.,Shown on tooltip of disabled migration buttons when the chosen districts are same
Modding.ActiveMods,"Aktív modulok",A label for the list of mods active in the game.
Modding.BrowseMods,Böngészés a helyi modulok között,Label of the button that opens a file explorer with a directory with mods. Please keep short.
Modding.CloudSource,{0} modul,"Tooltip with source of the mod. {0} is the name of the cloud platform, for example Steam Műhely."
Modding.DecreasePriority,Betöltési prioritás csökkentése,Label of a button that decreases the loading priority of a mod.
Modding.DownloadMods,Modulok letöltése,Label of the button that opens some panel where mods can be downloaded. Please keep short.
Modding.IncreasePriority,Betöltési prioritás növelése,Label of a button that increases the loading priority of a mod.
Modding.LoadConfirmation,"Biztosan be akarod tölteni?",A message displayed in the mod incompatibility dialog box.
Modding.LocalSource,Helyi modul,Tooltip saying that the mod is stored locally.
Modding.MissingMod,"Hiányzó modul.",Shown on a tooltip for an icon that indicates a missing of a mod saved in save file.
Modding.ModManagerHeader,Modulok,Header of the mod manager panel.
Modding.ModsIncompatibilityMessage,"Úgy próbáltad betölteni a játékot, hogy a mentésben használt modulok nem elérhetőek.",A message displayed in the mod incompatibility dialog box.
Modding.ModWarning.InvalidGameVersion,Ehhez a modulhoz magasabb játékverzió szükséges: {0}.,Message that is shown when a mod requires a higher game version. {0} is the required game version.
Modding.ModWarning.MissingRequiredMod,Hiányzó kötelező modul: {0}.,Message that is shown when a mod is missing a required mod. {0} is the ID of the required mod.
Modding.ModWarning.RequiredModInvalidOrder,"A kötelező ""{0}"" modul ennél a modulnál alacsonyabb a betöltési sorrendben.",Message that is shown when a required mod is below the mod in the load order. {0} is the ID of the required mod.
Modding.ModWarning.RequiredModInvalidVersion,"A szükséges ""{0}"" modul verziója nem éri el a minimálisan szükséges verziót.",Message that is shown when a required mod has a version below the minimum required version. {0} is the ID of the required mod.
Modding.ModWarning.RequiredModNotEnabled,"A szükséges ""{0}"" modul nincs engedélyezve.",Message that is shown when a required mod is not enabled. {0} is the ID of the required mod.
Modding.OpenDirectory,Nyisd meg a modulok könyvtárát,Label of a button that opens a file explorer with a directory with mods. Please keep short.
Modding.ResetOrder,A betöltési sorrend visszaállítása,Label of a button that resets the order of mods.
Modding.RestartWarning,A változtatások csak újraindítás után lépnek életbe.,Message that is shown when the player has changed something in Mod Manager and need to restart the game for the changes to take effect.
Modding.SavedMods,"A mentés moduljai",A label for the list of mods found in the save file.
Modding.ShowSavedMods,"Modulok: {0}",A label for the button that opens a panel with the list of mods found in the save file. {0} is a placeholder for the number of mods.
Modding.ShowUploadPanel,Feltöltés,Label of a button that opens the panel with list of mods that can be uploaded to some cloud platform.
Modding.ThumbnailInfo,"Helyezz egy ""thumbnail"" képfájlt a modul könyvtárába a miniatűr beállításához. A fájl mérete nem haladhatja meg az 1 MB-ot, és a 16:9 képarány javasolt.",Info text that explains how to set a thumbnail for a mod
Modding.UploadPanelHeader,Modul feltöltése,Header of the panel that allows uploading mods to some cloud platform.
Modding.VersionMismatch,"Verzióütközés.",Shown on a tooltip for an icon that indicates a version mismatch between the mod saved in save file and the active one.
Mouse.ScrollDown,Görgetés ↓,Label of the mouse scroll down input
Mouse.ScrollLeft,Görgetés ←,Label of the mouse scroll left input
Mouse.ScrollRight,Görgetés →,Label of the mouse scroll right input
Mouse.ScrollUp,Görgetés ↑,Label of the mouse scroll up input
NaturalResource.Birch.DisplayName,Bükk,Tree of the genus Betula.
NaturalResource.Birch.FlavorDescription,"""Kölykök, csak óvatosan a kéreggel! Ha túl sokat hántotok le, megsínyli a fa."" — Nóra nagyi","Peeling stripes of birch bark is oddly satisfying. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
NaturalResource.Blueberry.DisplayName,Áfonya,Plant of the genus Vaccinium
NaturalResource.Blueberry.FlavorDescription,"""Majd kuncsorogtok az áfonyáért, ha jön az aszály."" — Nóra nagyi","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
NaturalResource.Canola.DisplayName,Repce,Should be consistent with Good.CanolaSeeds.DisplayName
NaturalResource.Canola.FlavorDescription,Az egyetlen Vasfogak által megtűrt virág.,"The Iron Teeth are down-to-earth workers focused on work and work only, they wouldn't care enough to grow flowers - unless it has its practical use, as is the case here."
NaturalResource.Carrot.DisplayName,Répa,Daucus carota subspecies sativus
NaturalResource.Carrot.FlavorDescription,"A nyers répa segít a hódoknak kiegyensúlyozni étrendjüket anélkül, hogy feladnák a ropogás örömét.",
NaturalResource.Cassava.DisplayName,Manióka,Should be consistent with Good.Cassava.DisplayName
NaturalResource.Cassava.FlavorDescription,"Mivel nyersen mérgező, a manióka a Vasfogakat az erjesztés elsajátítására ösztönözte.",Raw cassava and its leaves contain cyanide.
